latitude,longitude
39.1884366,-94.5481813
37.1324327,-93.2980147
34.619912,-89.9595074
34.3090311,-89.9098995
31.3233894,-89.3577785
32.340827,-90.0629806
32.3338478,-90.3261297
34.9622569,-90.0044875
34.3614537,-89.5665274
32.3956331,-90.1401016
33.4459896,-88.8432913
33.5159661,-88.4351328
34.957816,-89.9362166
34.9629871,-89.8560632
34.8226996,-89.9724836
34.9171678,-88.5062576
34.4911301,-89.0287235
30.4525271,-89.1007107
31.3507543,-89.2391042
33.783796,-89.834484
34.3153298,-88.7070777
32.4621957,-90.1341292
31.5790201,-90.4668462
33.7569105,-90.7157799
36.4312849,-77.6327156
35.4461101,-79.1301132
34.7978599,-77.4118105
35.5502401,-77.4047873
36.2769631,-80.8354001
35.725953,-81.662801
35.3471023,-82.4356022
35.5102615,-82.5258794
35.5832615,-82.4664966
36.0023974,-79.7912794
36.0841516,-78.3176531
35.4497725,-81.0019341
35.5923653,-78.776644
35.3245015,-78.6508221
35.0775752,-84.0423078
35.9788329,-80.0211114
36.0216591,-78.9507192
36.1052073,-79.8253409
35.4203046,-78.8022028
36.1888914,-80.2737281
36.0418141,-78.8991627
35.1554999,-83.3922382
36.0619655,-79.4009729
35.3680694,-80.7115011
36.1177604,-79.8730237
36.0674552,-79.2700891
35.3426104,-80.1772404
35.6517273,-80.4585091
35.3360617,-81.896754
34.9840238,-78.9638449
35.3230038,-80.6450479
34.2635271,-77.8303403
35.7114214,-81.312907
35.725604,-81.208775
35.8115754,-80.8762396
34.1761747,-77.8931082
35.3722852,-83.2089781
35.6589859,-78.8503409
35.9032944,-78.6575379
35.7891063,-78.6754626
35.9755254,-77.811465
35.5666954,-77.3526765
35.6072417,-77.4216296
35.267728,-81.4834417
35.3346401,-80.7973958
35.1407184,-80.7327668
35.499622,-82.9857292
35.5575345,-82.6403994
35.2904117,-80.7638974
35.7391862,-77.9590303
35.505685,-78.325061
35.4547476,-78.1349923
35.8039752,-78.7835474
35.3715337,-77.9517571
35.2585302,-81.1185948
35.039499,-78.9360945
35.4402103,-80.8660803
34.6659265,-79.0011495
35.7848048,-80.2610335
35.1503313,-80.925418
35.6006387,-82.6232308
36.032267,-79.9634062
35.7236352,-78.6527723
35.4471406,-80.5986697
35.7965824,-78.5040265
36.111601,-79.754574
35.6960386,-79.7922428
35.703011,-82.5643574
35.474936,-81.2445047
35.2983958,-82.4049693
35.0087957,-80.5608148
35.2456896,-82.7239872
36.0061569,-80.4386633
35.5926415,-80.8503555
35.5592532,-77.0612809
36.1160273,-80.0661557
35.9760063,-78.5468753
35.0996497,-77.099568
35.421708,-80.6778154
35.3673237,-80.666461
36.0679404,-80.3260544
34.9750344,-80.519271
34.7415762,-77.96808
36.1643793,-80.1343316
35.1637713,-80.9708314
36.2103412,-81.6666218
36.2947438,-76.295608
35.9471902,-78.9222606
35.7509943,-81.2886025
35.1700727,-80.6616717
35.2542411,-79.0336716
34.7631765,-79.4824507
35.0806628,-80.6566696
35.122101,-78.8801499
35.8558625,-80.0734419
36.0398235,-79.847797
35.6689726,-82.0190433
35.2118616,-80.6946823
35.9272956,-81.5273275
36.1506513,-81.2007181
35.6977918,-78.5875976
35.2587542,-81.2216546
35.9799543,-77.9730174
35.8814393,-78.8496553
34.3438604,-78.7084841
35.2927043,-81.1872806
34.7350973,-76.7909502
35.6712109,-80.4992555
36.0441839,-80.2581492
33.974762,-78.3839783
35.8999949,-79.9458951
35.0466322,-78.9763186
36.2643852,-80.3653081
36.0698461,-79.4981796
35.167158,-79.4242979
36.0708035,-79.8654073
36.0629637,-79.6105535
36.062404,-95.8679269
35.2188096,-97.4697269
35.464825,-97.6212074
35.3625147,-97.4937956
35.5500287,-97.6185596
36.119397,-95.8563864
36.1270642,-97.0612301
36.2789842,-95.8306655
35.5938833,-97.639003
35.391194,-97.7027654
35.4431218,-97.3715981
36.137465,-95.9219906
35.4829412,-97.7597083
34.945345,-82.251141
34.9620777,-82.4325755
33.5693626,-81.9375288
34.249997,-80.6474633
34.0892858,-81.1761504
34.030429,-81.0906854
32.798785,-80.023341
34.1830574,-79.3684012
33.9142531,-81.2261918
34.0019244,-81.2125331
33.9119183,-81.5257208
33.5648336,-81.7642537
34.141132,-80.9394573
34.7473216,-81.0395174
34.8701629,-82.6913953
33.9818321,-81.0622822
34.1090698,-80.8979954
32.9225018,-80.0301319
35.0177319,-81.9610485
32.8209091,-80.0685719
33.9566886,-80.934209
33.0249257,-80.0559823
32.9328811,-80.6942809
34.1924405,-79.8088153
34.2635281,-79.7007431
33.7593647,-78.9640658
33.8025992,-78.7282907
33.6524391,-78.9866844
33.7267165,-78.8707747
34.1523855,-79.7686813
34.8392682,-82.4006496
34.8388954,-82.3561024
34.8733664,-82.3263885
34.8882225,-82.4059222
34.8214539,-82.2885473
34.8987407,-82.3394456
34.5547559,-82.6821166
34.4998145,-82.6498346
34.873182,-82.25478
34.6919471,-82.837998
34.7753734,-82.3175058
34.7093525,-82.25729
34.8081858,-82.2328836
34.687641,-82.997422
34.9750848,-81.078333
35.0349274,-80.9697951
34.9862559,-81.2176088
33.5270086,-81.7222236
32.2989061,-80.9358505
33.5107641,-81.9571041
32.4300676,-80.7201207
33.70075,-80.238688
34.437145,-79.369855
34.9767735,-80.9853159
34.9089678,-82.1014963
33.5241035,-80.8856195
34.790086,-82.485473
32.9756016,-80.0655422
34.199041,-80.2770158
34.5329553,-82.632011
34.922486,-81.983938
33.2092292,-79.9830591
34.098191,-80.856527
34.2167046,-82.1600968
34.0137043,-80.9848593
32.7298577,-79.9680238
33.9035132,-80.3811098
34.8240304,-82.574497
34.7297193,-81.6388267
33.9836473,-81.0983654
34.0447138,-81.1232231
33.5514541,-80.8285447
33.9529601,-80.3787178
34.9643932,-81.8979057
34.7335817,-80.7968996
32.9141172,-80.1089316
34.8549369,-82.4567008
34.2821175,-81.5927569
33.0389181,-80.1589253
33.8468681,-79.0661165
34.2351813,-79.8054879
34.3583316,-80.0608921
35.1200454,-81.0832699
35.0911811,-81.6624286
34.7363737,-82.0344772
33.9929167,-81.3072109
34.6836171,-82.1988491
32.8730182,-80.0156541
35.0867928,-80.9333056
34.9349906,-80.8367193
32.1597503,-80.7545204
34.4947342,-81.8460611
35.0417944,-82.0884557
34.7481481,-83.0426147
34.841425,-81.968252
33.010235,-80.240544
36.1596621,-86.5148841
36.5733853,-87.306096
36.0506425,-87.364123
36.189991,-86.2961552
35.8461876,-86.4057102
36.4884846,-86.8807362
36.0459239,-86.951261
35.4504724,-84.6251425
35.190696,-84.8821575
35.1272925,-86.5665507
36.3013917,-82.381165
36.3507441,-82.2363222
36.5498486,-82.4949665
35.8205445,-84.2666962
35.7175231,-84.0120502
36.2066199,-83.322551
35.954246,-83.9375683
35.8949801,-84.170344
35.0503566,-89.688764
35.6892125,-88.85319
36.1560069,-85.5194003
35.9821072,-85.0377579
35.8908685,-84.5495329
35.5905053,-87.0458947
36.0498371,-86.6514659
35.9162329,-86.8315645
35.0840994,-85.0675442
36.6237354,-87.3185795
35.0912537,-85.1860445
36.4697953,-86.6763356
35.9455589,-86.879572
35.0959625,-85.328685
36.2149121,-83.2574816
36.1250485,-83.4715876
36.3770014,-86.4736923
36.333718,-84.1809739
35.7683155,-83.9883764
35.0124998,-85.157233
35.880522,-83.7785369
35.0403617,-85.1513798
36.313926,-86.595402
36.3417912,-82.3767168
35.6561417,-88.4043867
36.1843072,-82.7674326
35.1337419,-85.2424598
36.1990165,-86.6189431
36.0225987,-84.2440348
35.2209246,-86.1028246
35.236918,-85.2004749
35.7971143,-86.3996629
36.5824589,-87.4116553
35.830474,-86.34934
35.1275011,-84.8665046
35.9787226,-86.5656629
36.1643847,-84.0830911
35.2049648,-89.7600988
35.1642127,-89.7935202
35.0441143,-89.7966121
35.880598,-83.573192
35.6645405,-88.8598065
35.3848015,-86.2315108
36.0524495,-83.9912487
35.9328192,-84.0209238
36.5909702,-82.2608335
35.91421,-84.0872354
36.3456244,-88.8736173
36.0724581,-83.9258959
36.4090385,-89.0825207
35.157443,-89.726767
35.460808,-86.0597498
35.7132217,-83.5137398
36.0401339,-86.745625
36.0540182,-86.7146332
36.182875,-85.461149
35.5108918,-86.4550205
35.945549,-84.161811
36.088139,-86.649874
35.691307,-85.777305
36.3075434,-86.6856192
35.0488706,-89.7332826
35.740128,-86.892786
35.1341434,-89.9869181
35.2710707,-87.3206756
35.4773397,-85.0263949
35.8675299,-86.4620737
35.5705883,-88.8155273
36.0048013,-83.985132
35.3595423,-89.8933263
36.1577821,-86.8020062
36.033565,-83.8701798
32.9377968,-96.7221812
30.0686695,-95.4338679
29.9283385,-95.594363
32.9348552,-97.2389497
33.0770374,-96.8921986
32.6088877,-97.1178101
30.014426,-95.5348051
29.8744531,-97.932486
30.5355484,-97.7840785
30.4981445,-97.6137515
30.0836797,-97.8241754
30.5575588,-96.2588784
29.9057936,-95.6850168
30.448363,-97.6057246
29.7207132,-98.167104
30.079376,-95.5183253
31.1127158,-97.7992184
29.9289606,-95.7267736
29.988085,-95.7372842
29.572669,-98.2388788
29.586743,-95.6453218
31.0814436,-97.3650156
40.4314494,-111.8962168
40.5781143,-111.8356641
40.7116219,-112.0229986
41.243861,-111.979724
37.6813331,-113.0735648
41.1394051,-112.0637923
40.2982499,-111.6933212
40.5520035,-112.2973832
40.6205693,-111.9107489
40.3757199,-111.8140532
40.6541136,-111.9418182
36.8249512,-76.4124452
37.0396934,-76.4021721
37.2907759,-80.0727836
37.3440327,-79.1907832
36.6574832,-76.2270453
37.105697,-76.498909
37.3062076,-79.9786283
36.6004819,-79.416342
37.1430634,-76.5227198
37.591465,-77.5048117
36.6278526,-82.1484361
37.6393868,-77.5152052
36.8754913,-76.4224576
37.23264,-80.4194734
39.1670669,-78.1712728
37.6830051,-77.5884929
37.5218936,-77.3524135
38.0545948,-78.4972032
37.5005305,-77.52674
